SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,625 Pommander Walk,Alexandria,VA,22314,1615000,4,3.5,POMMANDER,2457,2081,1971,1,657,,Active,November-6-2021 02:00 PM,November-6-2021 04:00 PM,http://www.redfin.com/VA/Alexandria/625-Pommander-Walk-St-22314/home/11842506,BRIGHT MLS,VAAX2005002,N,Y,38.7978631,-77.0423805
MLS Listing,,Townhouse,5808 Madaket Rd,Bethesda,MD,20816,1200000,4,3.5,BROOKMONT,3886,3827,1989,1,309,650,Active,November-7-2021 02:00 PM,November-7-2021 04:00 PM,http://www.redfin.com/MD/Bethesda/5808-Madaket-Rd-20816/home/10697776,BRIGHT MLS,MDMC2021238,N,Y,38.943777,-77.118181
MLS Listing,,Condo/Co-op,811 4th St NW #810,Washington,DC,20001,599900,2,2.0,MOUNT VERNON,881,,2007,1,681,673,Active,November-6-2021 01:00 PM,November-6-2021 03:00 PM,http://www.redfin.com/DC/Washington/811-4th-St-NW-20001/unit-810/home/12532187,BRIGHT MLS,DCDC2019724,N,Y,38.9010047,-77.0159186
MLS Listing,,Single Family Residential,504 Randolph St,Falls Church,VA,22046,625000,4,2.0,FALLS PARK,1200,6120,1942,1,521,,Active,,,http://www.redfin.com/VA/Falls-Church/504-Randolph-St-22046/home/12035536,BRIGHT MLS,VAFA2000352,N,Y,38.8870329,-77.1875393
MLS Listing,,Condo/Co-op,3619 Georgia Ave NW #404,Washington,DC,20010,405000,1,1.0,PARK VIEW,514,,2021,1,788,197,Active,,,http://www.redfin.com/DC/Washington/3619-Georgia-Ave-NW-20010/unit-404/home/177074652,BRIGHT MLS,DCDC2020052,N,Y,38.9350672,-77.023828
MLS Listing,,Condo/Co-op,1423 R St NW #205,Washington,DC,20009,795000,2,2.0,OLD CITY II,1255,,1925,1,633,510,Active,November-6-2021 02:00 PM,November-6-2021 04:00 PM,http://www.redfin.com/DC/Washington/1423-R-St-NW-20009/unit-205/home/10176009,BRIGHT MLS,DCDC2019466,N,Y,38.9128892,-77.0331238
MLS Listing,,Single Family Residential,7310 Edmonston Rd,College Park,MD,20740,535000,3,1.5,YARROW,1320,21073,1951,1,405,,Active,November-7-2021 12:00 PM,November-7-2021 02:00 PM,http://www.redfin.com/MD/College-Park/7310-Edmonston-Rd-20740/home/11101188,BRIGHT MLS,MDPG2016716,N,Y,38.9775838,-76.9135946
MLS Listing,,Single Family Residential,9525 Leesburg Pike,Vienna,VA,22182,3120000,4,1.0,KENMORE,13563,212137,1972,1,230,,Active,,,http://www.redfin.com/VA/Vienna/9525-Leesburg-Pike-22182/home/177074616,BRIGHT MLS,VAFX2028432,N,Y,38.9580725,-77.2779143
MLS Listing,,Condo/Co-op,150 V St NW Unit V209,Washington,DC,20001,489900,1,1.0,LEDROIT PARK,745,,2006,1,658,463,Active,November-6-2021 12:00 PM,November-6-2021 02:00 PM,http://www.redfin.com/DC/Washington/150-V-St-NW-20001/unit-V209/home/12530651,BRIGHT MLS,DCDC2019872,N,Y,38.9179149,-77.0142991
MLS Listing,,Condo/Co-op,2363 Champlain St NW Unit A,Washington,DC,20009,649555,2,2.5,MOUNT PLEASANT,1199,,2001,1,542,350,Active,November-7-2021 02:00 PM,November-7-2021 04:00 PM,http://www.redfin.com/DC/Washington/2363-Champlain-St-NW-20009/unit-A/home/10184038,BRIGHT MLS,DCDC2019766,N,Y,38.9220468,-77.0410195
MLS Listing,,Townhouse,4647 Charger Pl,Chantilly,VA,20151,746950,3,4.5,COMMONWEALTH PLACE,2252,1000,2022,1,332,99,Active,,,http://www.redfin.com/VA/Chantilly/4647-Charger-Pl-20151/home/172391399,BRIGHT MLS,VAFX2029532,N,Y,38.8791386,-77.4423748
MLS Listing,,Townhouse,2807 Aquarius Ave,Silver Spring,MD,20906,450000,4,2.0,AQUARIUS AT BEL PRE,1435,8078,1972,1,314,28,Active,,,http://www.redfin.com/MD/Silver-Spring/2807-Aquarius-Ave-20906/home/11089166,BRIGHT MLS,MDMC2020670,N,Y,39.1008179,-77.057734
MLS Listing,,Condo/Co-op,3619 Georgia Ave NW #405,Washington,DC,20010,405000,1,1.0,PARK VIEW,514,,2021,1,788,185,Active,,,http://www.redfin.com/DC/Washington/3619-Georgia-Ave-NW-20010/unit-405/home/174926404,BRIGHT MLS,DCDC2020048,N,Y,38.9350659,-77.0238475
